Action,Price,Shares Held,Balance,Portfolio Value,Transaction Cost
Buy,192.22,51987.0,188.2580800004962,9993129.39808,0.0
Buy,192.22,51987.0,188.2580800004962,9993129.39808,0.0
Buy,192.22,51987.0,188.2580800004962,9993129.39808,0.0
Buy,192.22,51987.0,188.2580800004962,9993129.39808,0.0
Buy,192.225,51987.0,188.2580800004962,9993389.33308,0.0
Buy,192.23,51987.0,188.2580800004962,9993649.26808,0.0
Buy,192.23,51987.0,188.2580800004962,9993649.26808,0.0
Buy,192.23,51987.0,188.2580800004962,9993649.26808,0.0
Buy,192.23,51987.0,188.2580800004962,9993649.26808,0.0
Buy,192.21,51987.0,188.2580800004962,9992609.52808,0.0
Buy,192.21,51987.0,188.2580800004962,9992609.52808,0.0
Hold,192.21,51987.0,188.2580800004962,9992609.52808,0.0
Sell,192.21,0.0,9982617.10681,9982617.10681,9992.421269999999
Hold,192.21,0.0,9982617.10681,9982617.10681,0.0
Hold,192.21,0.0,9982617.10681,9982617.10681,0.0
Hold,192.19,0.0,9982617.10681,9982617.10681,0.0
Hold,192.19,0.0,9982617.10681,9982617.10681,0.0
Hold,192.19,0.0,9982617.10681,9982617.10681,0.0
Hold,192.19,0.0,9982617.10681,9982617.10681,0.0
Hold,192.195,0.0,9982617.10681,9982617.10681,0.0
Sell,192.2,0.0,9982617.10681,9982617.10681,0.0
Hold,192.2,0.0,9982617.10681,9982617.10681,0.0
Hold,192.2,0.0,9982617.10681,9982617.10681,0.0
Hold,192.2,0.0,9982617.10681,9982617.10681,0.0
Hold,192.22,0.0,9982617.10681,9982617.10681,0.0
Buy,192.22,51933.0,-9926.714449999854,9972634.54555,9982.56126
Buy,192.255,51881.0,80.54281000014635,9974462.19781,-9.99726
Buy,192.25,51881.0,80.54281000014635,9974202.79281,0.0
Buy,192.25,51881.0,80.54281000014635,9974202.79281,0.0
Buy,192.25,51881.0,80.54281000014635,9974202.79281,0.0
Buy,192.25,51881.0,80.54281000014635,9974202.79281,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.245,51881.0,80.54281000014635,9973943.387810001,0.0
Buy,192.245,51881.0,80.54281000014635,9973943.387810001,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.24,51881.0,80.54281000014635,9973683.982810002,0.0
Buy,192.23,51881.0,80.54281000014635,9973165.17281,0.0
Hold,192.22,51881.0,80.54281000014635,9972646.36281,0.0
Hold,192.22,51881.0,80.54281000014635,9972646.36281,0.0
Hold,192.225,51881.0,80.54281000014635,9972905.76781,0.0
Hold,192.22,51881.0,80.54281000014635,9972646.36281,0.0
Hold,192.22,51881.0,80.54281000014635,9972646.36281,0.0
Hold,192.22,51881.0,80.54281000014635,9972646.36281,0.0
Hold,192.205,51881.0,80.54281000014635,9971868.14781,0.0
Hold,192.2,51881.0,80.54281000014635,9971608.74281,0.0
Hold,192.2,51881.0,80.54281000014635,9971608.74281,0.0
Sell,192.2,0.0,9961637.21461,9961637.21461,9971.528199999999
Sell,192.2,0.0,9961637.21461,9961637.21461,0.0
Sell,192.2,0.0,9961637.21461,9961637.21461,0.0
Sell,192.2,0.0,9961637.21461,9961637.21461,0.0
Sell,192.2,0.0,9961637.21461,9961637.21461,0.0
Hold,192.2,0.0,9961637.21461,9961637.21461,0.0
Hold,192.19,0.0,9961637.21461,9961637.21461,0.0
Hold,192.19,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Hold,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Sell,192.17,0.0,9961637.21461,9961637.21461,0.0
Hold,192.17,0.0,9961637.21461,9961637.21461,0.0
Hold,192.17,0.0,9961637.21461,9961637.21461,0.0
Hold,192.17,0.0,9961637.21461,9961637.21461,0.0
Hold,192.18,0.0,9961637.21461,9961637.21461,0.0
Buy,192.18,51834.0,-9782.36351000145,9951675.75649,9961.458120000001
Buy,192.18,51783.0,28.6176699985499,9951685.557669997,-9.80118
Buy,192.19,51783.0,28.6176699985499,9952203.387669997,0.0
Buy,192.19,51783.0,28.6176699985499,9952203.387669997,0.0
Buy,192.19,51783.0,28.6176699985499,9952203.387669997,0.0
Buy,192.19,51783.0,28.6176699985499,9952203.387669997,0.0
Buy,192.2,51783.0,28.6176699985499,9952721.217669997,0.0
Buy,192.21,51783.0,28.6176699985499,9953239.047669997,0.0
Buy,192.21,51783.0,28.6176699985499,9953239.047669997,0.0
Buy,192.21,51783.0,28.6176699985499,9953239.047669997,0.0
Buy,192.21,51783.0,28.6176699985499,9953239.047669997,0.0
Buy,192.21,51783.0,28.6176699985499,9953239.047669997,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.24,51783.0,28.6176699985499,9954792.537669998,0.0
Buy,192.235,51783.0,28.6176699985499,9954533.622669999,0.0
Buy,192.235,51783.0,28.6176699985499,9954533.622669999,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Buy,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.23,51783.0,28.6176699985499,9954274.707669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.22,51783.0,28.6176699985499,9953756.877669998,0.0
Hold,192.2,51783.0,28.6176699985499,9952721.217669997,0.0
Hold,192.2,51783.0,28.6176699985499,9952721.217669997,0.0
Hold,192.2,51783.0,28.6176699985499,9952721.217669997,0.0
Sell,192.2,0.0,9942768.525069997,9942768.525069997,9952.6926
Sell,192.2,0.0,9942768.525069997,9942768.525069997,0.0
Sell,192.2,0.0,9942768.525069997,9942768.525069997,0.0
Sell,192.2,0.0,9942768.525069997,9942768.525069997,0.0
Sell,192.195,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Sell,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Sell,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.19,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.195,0.0,9942768.525069997,9942768.525069997,0.0
Hold,192.2,0.0,9942768.525069997,9942768.525069997,0.0
Buy,192.2,51731.0,-9872.37313000299,9932825.826869996,9942.698199999999
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,-9.9944
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.205,51679.0,132.02126999700886,9933094.216269998,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Buy,192.205,51679.0,132.02126999700886,9933094.216269998,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.22,51679.0,132.02126999700886,9933869.401269998,0.0
Buy,192.215,51679.0,132.02126999700886,9933611.006269997,0.0
Buy,192.215,51679.0,132.02126999700886,9933611.006269997,0.0
Buy,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Hold,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Hold,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Hold,192.21,51679.0,132.02126999700886,9933352.611269997,0.0
Hold,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Hold,192.2,51679.0,132.02126999700886,9932835.821269996,0.0
Sell,192.2,0.0,9922903.117469996,9922903.117469996,9932.7038
Sell,192.2,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.2,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.2,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.19,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.19,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.19,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.19,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.195,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.19,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.175,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.17,0.0,9922903.117469996,9922903.117469996,0.0
Sell,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Hold,192.18,0.0,9922903.117469996,9922903.117469996,0.0
Buy,192.18,51633.0,-9849.652470003814,9912980.287529996,9922.82994
Hold,192.18,51633.0,-9849.652470003814,9912980.287529996,0.0
Buy,192.18,51581.0,153.70088999618747,9912990.280889995,-9.993360000000001
Buy,192.18,51581.0,153.70088999618747,9912990.280889995,0.0
Buy,192.175,51581.0,153.70088999618747,9912732.375889996,0.0
Buy,192.17,51581.0,153.70088999618747,9912474.470889995,0.0
Hold,192.17,51581.0,153.70088999618747,9912474.470889995,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,9912.32077
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.175,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.17,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.165,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.165,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.165,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Sell,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.16,0.0,9902562.150119996,9902562.150119996,0.0
Hold,192.165,0.0,9902562.150119996,9902562.150119996,0.0
Buy,192.165,51531.0,-9794.91949500516,9892659.695504995,9902.454615
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,-9.80067
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.17,51480.0,15.55117499484004,9892927.151174994,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.18,51480.0,15.55117499484004,9893441.951174995,0.0
Buy,192.19,51480.0,15.55117499484004,9893956.751174994,0.0
Buy,192.19,51480.0,15.55117499484004,9893956.751174994,0.0
Buy,192.19,51480.0,15.55117499484004,9893956.751174994,0.0
Buy,192.19,51480.0,15.55117499484004,9893956.751174994,0.0
Buy,192.2,51480.0,15.55117499484004,9894471.551174995,0.0
Buy,192.2,51480.0,15.55117499484004,9894471.551174995,0.0
Buy,192.21,51480.0,15.55117499484004,9894986.351174995,0.0
Buy,192.21,51480.0,15.55117499484004,9894986.351174995,0.0
Buy,192.21,51480.0,15.55117499484004,9894986.351174995,0.0
Buy,192.21,51480.0,15.55117499484004,9894986.351174995,0.0
